t,log_t,vth_average
6.203854594147708e-25,-20.72326583694641,0.896701447
6.182294109938504e-11,-20.663278650154982,0.8967092136833916
1.274679582449475e-10,-20.603291463363554,0.8967324500082632
1.9717134341896807e-10,-20.543304276572126,0.89677106038666
2.711839968690297e-10,-20.483317089780698,0.8968249492306272
3.497723302339438e-10,-20.42332990298927,0.8968940209522099
4.332192255035758e-10,-20.36334271619784,0.8969781799634535
5.218250532643886e-10,-20.303355529406414,0.8970773306764029
6.159087538959204e-10,-20.243368342614986,0.8971913775031035
7.158089856100074e-10,-20.183381155823557,0.8973202248556005
8.218853434651695e-10,-20.12339396903213,0.8974637771459391
9.345196537440485e-10,-20.0634067822407,0.8976219387861641
1.054117348353068e-09,-20.003419595449273,0.8977946141883214
1.1811089241915233e-09,-19.943432408657845,0.8979817077644556
1.3159514927431578e-09,-19.883445221866417,0.898183123926612
1.4591304254680581e-09,-19.823458035074985,0.8983987670868361
1.6111611009174738e-09,-19.763470848283557,0.8986285416571728
1.7725907598604983e-09,-19.70348366149213,0.8988723520496673
1.9440004751000513e-09,-19.6434964747007,0.899130102676365
2.1260072430687213e-09,-19.583509287909273,0.8994016979493108
2.319266204733208e-09,-19.523522101117845,0.8996870422805501
2.5244730038016065e-09,-19.463534914326416,0.8999860400821281
2.742366290722004e-09,-19.40354772753499,0.9002985957660897
2.9737303814856315e-09,-19.34356054074356,0.9006246137444806
3.2193980808050523e-09,-19.283573353952132,0.9009639984293456
3.4802536798295186e-09,-19.223586167160704,0.9013166542327299
3.757236139187918e-09,-19.163598980369276,0.9016824855666788
4.051342468816796e-09,-19.103611793577848,0.9020613968432375
4.363631316739275e-09,-19.04362460678642,0.9024532924744512
4.6952267797128615e-09,-18.98363741999499,0.9028580768723652
5.0473224494626865e-09,-18.923650233203563,0.9032756544490244
5.4211857090648025e-09,-18.863663046412135,0.903705929616474
5.818162294944525e-09,-18.803675859620707,0.9041488067867596
6.239681140910924e-09,-18.74368867282928,0.904604190371926
6.687259521663784e-09,-18.68370148603785,0.9050719847840184
7.162508514287286e-09,-18.623714299246423,0.9055520944350823
7.66713879738929e-09,-18.563727112454995,0.9060444237371627
8.202966808760478e-09,-18.503739925663567,0.9065488771023047
8.771921283718067e-09,-18.44375273887214,0.9070653589425536
9.376050197669189e-09,-18.38376555208071,0.9075937736699545
1.0017528137883948e-08,-18.323778365289282,0.9081340256965527
1.0698664131013158e-08,-18.263791178497854,0.9086860194343934
1.1421909954526309e-08,-18.203803991706422,0.9092496592955218
1.2189868961986797e-08,-18.143816804914998,0.9098248496919829
