t,log_t,vth_average
6.203854594147708e-25,-20.72326583694641,0.894262868
6.182294109938504e-11,-20.663278650154982,0.8945905686315752
1.274679582449475e-10,-20.603291463363554,0.8949275391485882
1.9717134341896807e-10,-20.543304276572126,0.8952737239853897
2.711839968690297e-10,-20.483317089780698,0.8956290675763304
3.497723302339438e-10,-20.42332990298927,0.8959935143557611
4.332192255035758e-10,-20.36334271619784,0.8963670087580328
5.218250532643886e-10,-20.303355529406414,0.8967494952174957
6.159087538959204e-10,-20.243368342614986,0.897140918168501
7.158089856100074e-10,-20.183381155823557,0.8975412220453993
8.218853434651695e-10,-20.12339396903213,0.8979503512825415
9.345196537440485e-10,-20.0634067822407,0.8983682503142782
1.054117348353068e-09,-20.003419595449273,0.8987948635749603
1.1811089241915233e-09,-19.943432408657845,0.8992301354989385
1.3159514927431578e-09,-19.883445221866417,0.8996740105205635
1.4591304254680581e-09,-19.823458035074985,0.900126433074186
1.6111611009174738e-09,-19.763470848283557,0.900587347594157
1.7725907598604983e-09,-19.70348366149213,0.9010566985148271
1.9440004751000513e-09,-19.6434964747007,0.901534430270547
2.1260072430687213e-09,-19.583509287909273,0.9020204872956676
2.319266204733208e-09,-19.523522101117845,0.9025148140245397
2.5244730038016065e-09,-19.463534914326416,0.9030173548915138
2.742366290722004e-09,-19.40354772753499,0.9035280543309409
2.9737303814856315e-09,-19.34356054074356,0.9040468567771716
3.2193980808050523e-09,-19.283573353952132,0.9045737066645568
3.4802536798295186e-09,-19.223586167160704,0.9051085484274473
3.757236139187918e-09,-19.163598980369276,0.9056513265001936
4.051342468816796e-09,-19.103611793577848,0.9062019853171467
4.363631316739275e-09,-19.04362460678642,0.9067604693126573
4.6952267797128615e-09,-18.98363741999499,0.9073267229210761
5.0473224494626865e-09,-18.923650233203563,0.9079006905767538
5.4211857090648025e-09,-18.863663046412135,0.9084823167140414
5.818162294944525e-09,-18.803675859620707,0.9090715457672894
6.239681140910924e-09,-18.74368867282928,0.9096683221708488
6.687259521663784e-09,-18.68370148603785,0.9102725903590702
7.162508514287286e-09,-18.623714299246423,0.9108842947663045
7.66713879738929e-09,-18.563727112454995,0.9115033798269022
8.202966808760478e-09,-18.503739925663567,0.9121297899752142
8.771921283718067e-09,-18.44375273887214,0.9127634696455914
9.376050197669189e-09,-18.38376555208071,0.9134043632723845
1.0017528137883948e-08,-18.323778365289282,0.914052415289944
1.0698664131013158e-08,-18.263791178497854,0.9147075701326208
1.1421909954526309e-08,-18.203803991706422,0.915369772234766
1.2189868961986797e-08,-18.143816804914998,0.9160389660307299
1.3005305453932356e-08,-18.083829618123566,0.9167150959548634
1.3871154628089702e-08,-18.023842431332138,0.9173981064415174
1.4790533144741931e-08,-17.96385524454071,0.9180879419250424
1.576675034527719e-08,-17.903868057749282,0.9187845468397894
1.6803320164301344e-08,-17.843880870957854,0.9194878656201091
1.7903973778192426e-08,-17.783893684166426,0.9201978427003523
1.9072673035625924e-08,-17.723906497374998,0.9209144225148695
2.0313624718414626e-08,-17.66391931058357,0.9216375494980119
2.1631295683995558e-08,-17.60393212379214,0.9223671680841298
2.3030428944069967e-08,-17.543944937000713,0.9231032227075743
2.4516060737272147e-08,-17.483957750209285,0.9238456578026959
2.6093538657320838e-08,-17.423970563417857,0.9245944178038457
2.7768540901906277e-08,-17.36398337662643,0.925349447145374
2.9547096711600056e-08,-17.303996189835,0.926110690261632
3.14356080723585e-08,-17.244009003043573,0.9268780915869701
3.344087275973864e-08,-17.184021816252145,0.9276515955557393
3.5570108807775354e-08,-17.124034629460716,0.9284311466022904
3.783098049059653e-08,-17.06404744266929,0.929216689160974
4.023162591029802e-08,-17.00406025587786,0.9300081676661408
4.278068629038223e-08,-16.944073069086432,0.9308055265521417
4.5487337080203155e-08,-16.884085882295004,0.9316087102533276
4.836132098237978e-08,-16.824098695503576,0.9324176632040488
5.1412983022061254e-08,-16.764111508712148,0.9332323298386566
5.465330778427718e-08,-16.70412432192072,0.9340526545915014
5.8093958953410456e-08,-16.64413713512929,0.9348785818969341
6.174732129711682e-08,-16.58414994833786,0.9357100561893054
6.562654524581238e-08,-16.524162761546435,0.936547021902966
6.974559422819996e-08,-16.464175574755004,0.937389423472267
7.411929493321065e-08,-16.40418838796358,0.9382372053315586
7.87633906792941e-08,-16.344201201172147,0.9390903119151921
8.369459808314698e-08,-16.284214014380723,0.9399486876575178
8.893066723187773e-08,-16.22422682758929,0.9408122769928869
9.449044557518244e-08,-16.164239640797863,0.9416810243556498
1.0039394576753092e-07,-16.104252454006435,0.9425548741801575
1.0666241770455115e-07,-16.044265267215007,0.9434337709007607
1.1331842501291694e-07,-15.984278080423579,0.94431765895181
1.2038592626906489e-07,-15.92429089363215,0.9452064827676563
1.2789036123909152e-07,-15.864303706840722,0.9461001867826504
1.3585874245025422e-07,-15.804316520049294,0.946998715431143
1.443197524236921e-07,-15.744329333257866,0.9479020131474848
1.5330384691835916e-07,-15.684342146466438,0.9488100243660267
1.6284336455780129e-07,-15.62435495967501,0.9497226935211194
1.729726432343832e-07,-15.564367772883582,0.9506399650471135
1.837281437099667e-07,-15.504380586092154,0.9515617833783598
1.9514858085794658e-07,-15.444393399300726,0.9524880929492093
2.0727506301905525e-07,-15.384406212509298,0.9534188381940129
2.2015123997255287e-07,-15.32441902571787,0.9543539635471208
2.338234600554318e-07,-15.264431838926441,0.955293413442884
2.483409369951924e-07,-15.204444652135013,0.9562371323156534
2.6375592705671147e-07,-15.144457465343585,0.9571850645997796
2.801239171408515e-07,-15.084470278552157,0.9581371547296134
2.9750382451187854e-07,-15.024483091760729,0.9590933471395057
3.1595820887261794e-07,-14.964495904969299,0.9600535862638071
3.355534975507162e-07,-14.90450871817787,0.9610178165368684
3.5636022460658593e-07,-14.844521531386443,0.9619859823930402
3.7845328472370167e-07,-14.784534344595015,0.9629580282666735
4.01912202795143e-07,-14.724547157803586,0.9639338985921191
4.2682142017677035e-07,-14.664559971012158,0.9649135378037275
4.5327059863741377e-07,-14.60457278422073,0.9658968903358497
4.813549431001568e-07,-14.544585597429302,0.9668839006228364
5.111755443364355e-07,-14.484598410637872,0.967874513099038
5.428397428464922e-07,-14.424611223846444,0.9688686721988058
5.764615152359952e-07,-14.364624037055016,0.9698663223564904
6.121618844795914e-07,-14.304636850263588,0.9708674080064423
6.500693555481607e-07,-14.24464966347216,0.9718718735830126
6.903203779678287e-07,-14.184662476680732,0.9728796635205519
7.33059836975738e-07,-14.124675289889304,0.9738907222534109
7.784415750405127e-07,-14.064688103097875,0.9749049942159406
8.266289456246538e-07,-14.004700916306447,0.9759224238424914
8.777954011821523e-07,-13.94471372951502,0.9769429555674143
9.321251175078463e-07,-13.884726542723591,0.97796653382506
9.8981365668589e-07,-13.824739355932163,0.9789931030497793
1.0510686710236474e-06,-13.764752169140735,0.980022607675923
1.11611065050485e-06,-13.704764982349307,0.9810549921378415
1.1851737164525062e-06,-13.644777795557879,0.9820902008698863
1.2585064642583874e-06,-13.58479060876645,0.9831281783064074
1.3363728582125276e-06,-13.524803421975022,0.984168868881756
1.419053181653716e-06,-13.464816235183594,0.9852122170302826
1.506845045861087e-06,-13.404829048392166,0.9862581671863383
1.6000644613183557e-06,-13.344841861600738,0.9873066637842736
1.699046975206758e-06,-13.28485467480931,0.9883576512584391
1.8041488792211552e-06,-13.22486748801788,0.9894110740431861
1.9157484920568646e-06,-13.164880301226452,0.9904668765728646
2.03424752118363e-06,-13.104893114435024,0.9915250032818259
2.1600725088084333e-06,-13.044905927643596,0.9925853986044209
2.293676367231996e-06,-12.984918740852168,0.993648006975
2.435540009125529e-06,-12.92493155406074,0.994712772827914
2.5861740785959903e-06,-12.864944367269311,0.9957796405975137
2.746120789270889e-06,-12.804957180477881,0.9968485547181501
2.9159558760188775e-06,-12.744969993686453,0.9979194596241736
3.09629066733149e-06,-12.684982806895027,0.998992299749935
3.287774285825598e-06,-12.624995620103599,1.0000670195297852
3.49109598478737e-06,-12.565008433312169,1.001143563398075
3.706987629168276e-06,-12.50502124652074,1.0022218757891552
3.936226329963593e-06,-12.445034059729313,1.003301901137376
4.179637241455877e-06,-12.385046872937885,1.0043835838770891
4.438096531392297e-06,-12.325059686146457,1.0054668684426444
4.712534534787045e-06,-12.265072499355028,1.0065516992683934
5.003939102701098e-06,-12.2050853125636,1.0076380207886861
5.313359158053394e-06,-12.145098125772172,1.008725777437874
5.641908471262702e-06,-12.085110938980744,1.0098149136503074
5.990769669310794e-06,-12.025123752189316,1.010905373860337
6.361198492657673e-06,-11.965136565397888,1.0119971025023138
6.75452831533184e-06,-11.90514937860646,1.0130900440105883
7.1721749444658235e-06,-11.845162191815032,1.0141841428195117
7.615641716553114e-06,-11.785175005023603,1.0152793433634346
8.086524908770706e-06,-11.725187818232174,1.0163755900767075
8.58651948484544e-06,-11.665200631440745,1.0174728273936813
9.117425196146856e-06,-11.605213444649317,1.0185709997487065
9.681153059967386e-06,-11.54522625785789,1.0196700515761346
1.0279732238308972e-05,-11.485239071066461,1.0207733152188925
1.0915317341936491e-05,-11.425251884275033,1.021905832628964
1.159019618598922e-05,-11.365264697483605,1.0230752198476194
1.2306798025067039e-05,-11.305277510692177,1.0242845725245047
1.3067702297433879e-05,-11.245290323900749,1.0255369863092663
1.3875647909813522e-05,-11.18530313710932,1.0268355568515508
1.4733543096198819e-05,-11.125315950317892,1.0281833798010043
1.5644475886161462e-05,-11.065328763526464,1.0295835508072735
