t,log_t,vth_average
6.203854594147708e-25,-20.72326583694641,0.897815885
6.182294109938504e-11,-20.663278650154982,0.897823678054189
1.274679582449475e-10,-20.603291463363554,0.8978469957470724
1.9717134341896807e-10,-20.543304276572126,0.8978857458741256
2.711839968690297e-10,-20.483317089780698,0.8979398362308237
3.497723302339438e-10,-20.42332990298927,0.898009174612642
4.332192255035758e-10,-20.36334271619784,0.8980936688150555
5.218250532643886e-10,-20.303355529406414,0.8981932266335394
6.159087538959204e-10,-20.243368342614986,0.8983077558635688
7.158089856100074e-10,-20.183381155823557,0.8984371643006192
8.218853434651695e-10,-20.12339396903213,0.8985813597401653
9.345196537440485e-10,-20.0634067822407,0.8987402499776824
1.054117348353068e-09,-20.003419595449273,0.898913742808646
1.1811089241915233e-09,-19.943432408657845,0.8991017460285309
1.3159514927431578e-09,-19.883445221866417,0.8993041674328123
1.4591304254680581e-09,-19.823458035074985,0.8995209148169655
1.6111611009174738e-09,-19.763470848283557,0.8997518959764655
1.7725907598604983e-09,-19.70348366149213,0.8999970187067877
1.9440004751000513e-09,-19.6434964747007,0.9002561908034071
2.1260072430687213e-09,-19.583509287909273,0.900529320061799
2.319266204733208e-09,-19.523522101117845,0.9008163142774384
2.5244730038016065e-09,-19.463534914326416,0.9011170812458005
2.742366290722004e-09,-19.40354772753499,0.9014315287623604
2.9737303814856315e-09,-19.34356054074356,0.9017595646225937
3.2193980808050523e-09,-19.283573353952132,0.902101096621975
3.4802536798295186e-09,-19.223586167160704,0.9024560325559797
3.757236139187918e-09,-19.163598980369276,0.9028242802200831
4.051342468816796e-09,-19.103611793577848,0.9032057474097601
4.363631316739275e-09,-19.04362460678642,0.903600341920486
4.6952267797128615e-09,-18.98363741999499,0.9040079715477359
5.0473224494626865e-09,-18.923650233203563,0.9044285440869851
5.4211857090648025e-09,-18.863663046412135,0.9048619673337089
5.818162294944525e-09,-18.803675859620707,0.9053081490833821
6.239681140910924e-09,-18.74368867282928,0.90576699713148
6.687259521663784e-09,-18.68370148603785,0.9062384192734778
7.162508514287286e-09,-18.623714299246423,0.9067223233048507
7.66713879738929e-09,-18.563727112454995,0.9072186170210739
8.202966808760478e-09,-18.503739925663567,0.9077272082176224
8.771921283718067e-09,-18.44375273887214,0.9082480046899714
9.376050197669189e-09,-18.38376555208071,0.9087809142335962
1.0017528137883948e-08,-18.323778365289282,0.9093258446439718
1.0698664131013158e-08,-18.263791178497854,0.9098827037165735
1.1421909954526309e-08,-18.203803991706422,0.9104513992468766
1.2189868961986797e-08,-18.143816804914998,0.9110318390303559
1.3005305453932356e-08,-18.083829618123566,0.9116239308624868
1.3871154628089702e-08,-18.023842431332138,0.9122275825387445
1.4790533144741931e-08,-17.96385524454071,0.912842701854604
1.576675034527719e-08,-17.903868057749282,0.9134691966055406
1.6803320164301344e-08,-17.843880870957854,0.9141069745870293
1.7903973778192426e-08,-17.783893684166426,0.9147559435945455
1.9072673035625924e-08,-17.723906497374998,0.9154160114235642
2.0313624718414626e-08,-17.66391931058357,0.9160870858695606
2.1631295683995558e-08,-17.60393212379214,0.91676907472801
2.3030428944069967e-08,-17.543944937000713,0.9174618857943873
2.4516060737272147e-08,-17.483957750209285,0.9181654268641679
2.6093538657320838e-08,-17.423970563417857,0.9188796057328268
2.7768540901906277e-08,-17.36398337662643,0.9196043301958393
2.9547096711600056e-08,-17.303996189835,0.9203395080486806
